Summary for Savings Accounts - EUR						
Description	Amount					
Saldo początkowe	0€					
Suma wpłat	697,92€					
Suma wypłat	613,84€					
Łączna kwota zarobionych odsetek	1,66€					
Podatek ogółem	0€					
Opłaty ogółem	0€					
Saldo końcowe	85,74€					
						
Summary for Savings Accounts - PLN						
Description	Amount					
Saldo początkowe	0 PLN					
Suma wpłat	1 300,00 PLN					
Suma wypłat	1 310,09 PLN					
Łączna kwota zarobionych odsetek	10,09 PLN					
Podatek ogółem	0 PLN					
Opłaty ogółem	0 PLN					
Saldo końcowe	0 PLN					
						
Summary for Crypto						
Sells summary	Amount					
Wpływy brutto	7,95$					
Podstawa kosztowa	0$					
Zrealizowany zysk/strata brutto	7,95$					
						
Transactions for Savings Accounts - EUR						
Date	Description	Money out	Money in	Balance		
22 Mar 2023	4 sty 2025	DOT	0.00002869	0$	0$	0$
22 Mar 2023	4 sty 2025	DOT	0.00012869	0$	0$	0$
23 Mar 2023	4 sty 2025	DOT	0.00011847	0$	0$	0$
24 Mar 2023	4 sty 2025	DOT	0.00013303	0$	0$	0$
24 Mar 2023	4 sty 2025	DOT	0.00017353	0$	0$	0$
24 Mar 2023	4 sty 2025	DOT	0.00008192	0$	0$	0$
27 Mar 2023	4 sty 2025	DOT	0.00009303	0$	0$	0$
27 Mar 2023	4 sty 2025	DOT	0.0000598	0$	0$	0$
27 Mar 2023	4 sty 2025	DOT	0.00010185	0$	0$	0$
27 Mar 2023	4 sty 2025	DOT	0.00012559	0$	0$	0$
27 Mar 2023	4 sty 2025	DOT	0.00012383	0$	0$	0$
27 Mar 2023	4 sty 2025	DOT	0.00012437	0$	0$	0$
27 Mar 2023	4 sty 2025	DOT	0.00004947	0$	0$	0$
28 Mar 2023	4 sty 2025	DOT	0.00009058	0$	0$	0$
28 Mar 2023	4 sty 2025	DOT	0.0001322	0$	0$	0$
28 Mar 2023	4 sty 2025	DOT	0.00009289	0$	0$	0$
28 Mar 2023	4 sty 2025	DOT	0.00014257	0$	0$	0$
29 Mar 2023	4 sty 2025	DOT	0.00003553	0$	0$	0$
29 Mar 2023	4 sty 2025	DOT	0.00007606	0$	0$	0$
30 Mar 2023	4 sty 2025	DOT	0.00012773	0$	0$	0$
30 Mar 2023	4 sty 2025	DOT	0.00023993	0$	0$	0$
30 Mar 2023	4 sty 2025	DOT	0.00006555	0$	0$	0$
31 Mar 2023	4 sty 2025	DOT	0.00003045	0$	0$	0$
3 kwi 2023	4 sty 2025	DOT	0.00006318	0$	0$	0$
3 kwi 2023	4 sty 2025	DOT	0.00004737	0$	0$	0$
3 kwi 2023	4 sty 2025	DOT	0.00017752	0$	0$	0$
3 kwi 2023	4 sty 2025	DOT	0.00015031	0$	0$	0$
3 kwi 2023	4 sty 2025	DOT	0.00006836	0$	0$	0$
4 kwi 2023	4 sty 2025	DOT	0.00005472	0$	0$	0$
4 kwi 2023	4 sty 2025	DOT	0.00004228	0$	0$	0$
4 kwi 2023	4 sty 2025	DOT	0.00016072	0$	0$	0$
5 kwi 2023	4 sty 2025	DOT	0.00023928	0$	0$	0$
6 kwi 2023	4 sty 2025	DOT	0.00008548	0$	0$	0$
6 kwi 2023	4 sty 2025	DOT	0.00023888	0$	0$	0$
6 kwi 2023	4 sty 2025	DOT	0.00004348	0$	0$	0$
6 kwi 2023	4 sty 2025	DOT	0.00015264	0$	0$	0$
6 kwi 2023	4 sty 2025	DOT	0.00011281	0$	0$	0$
10 kwi 2023	4 sty 2025	DOT	0.00011946	0$	0$	0$
10 kwi 2023	4 sty 2025	DOT	0.00008733	0$	0$	0$
10 kwi 2023	4 sty 2025	DOT	0.00012047	0$	0$	0$
10 kwi 2023	4 sty 2025	DOT	0.00006427	0$	0$	0$
10 kwi 2023	4 sty 2025	DOT	0.00009253	0$	0$	0$
11 kwi 2023	4 sty 2025	DOT	0.00015209	0$	0$	0$
11 kwi 2023	4 sty 2025	DOT	0.00011553	0$	0$	0$
11 kwi 2023	4 sty 2025	DOT	0.00006997	0$	0$	0$
11 kwi 2023	4 sty 2025	DOT	0.00016958	0$	0$	0$
11 kwi 2023	4 sty 2025	DOT	0.0000764	0$	0$	0$
12 kwi 2023	4 sty 2025	DOT	0.00019976	0$	0$	0$
12 kwi 2023	4 sty 2025	DOT	0.00006166	0$	0$	0$
14 kwi 2023	4 sty 2025	DOT	0.00012592	0$	0$	0$
14 kwi 2023	4 sty 2025	DOT	0.00007705	0$	0$	0$
14 kwi 2023	4 sty 2025	DOT	0.00012301	0$	0$	0$
14 kwi 2023	4 sty 2025	DOT	0.00012222	0$	0$	0$
17 kwi 2023	4 sty 2025	DOT	0.00020604	0$	0$	0$
17 kwi 2023	4 sty 2025	DOT	0.00003925	0$	0$	0$
17 kwi 2023	4 sty 2025	DOT	0.00019001	0$	0$	0$
18 kwi 2023	4 sty 2025	DOT	0.00004161	0$	0$	0$
18 kwi 2023	4 sty 2025	DOT	0.00011953	0$	0$	0$
18 kwi 2023	4 sty 2025	DOT	0.00008464	0$	0$	0$
18 kwi 2023	4 sty 2025	DOT	0.00024285	0$	0$	0$
18 kwi 2023	4 sty 2025	DOT	0.00002608	0$	0$	0$
19 kwi 2023	4 sty 2025	DOT	0.00023657	0$	0$	0$
19 kwi 2023	4 sty 2025	DOT	0.00005576	0$	0$	0$
19 kwi 2023	4 sty 2025	DOT	0.00008184	0$	0$	0$
20 kwi 2023	4 sty 2025	DOT	0.00013487	0$	0$	0$
20 kwi 2023	4 sty 2025	DOT	0.0001579	0$	0$	0$
21 kwi 2023	4 sty 2025	DOT	0.00004196	0$	0$	0$
24 kwi 2023	4 sty 2025	DOT	0.00008506	0$	0$	0$
24 kwi 2023	4 sty 2025	DOT	0.00008	0$	0$	0$
25 kwi 2023	4 sty 2025	DOT	0.00018053	0$	0$	0$
25 kwi 2023	4 sty 2025	DOT	0.00012081	0$	0$	0$
25 kwi 2023	4 sty 2025	DOT	0.00010894	0$	0$	0$
25 kwi 2023	4 sty 2025	DOT	0.00009573	0$	0$	0$
25 kwi 2023	4 sty 2025	DOT	0.00014802	0$	0$	0$
25 kwi 2023	4 sty 2025	DOT	0.00009491	0$	0$	0$
26 kwi 2023	4 sty 2025	DOT	0.00014508	0$	0$	0$
26 kwi 2023	4 sty 2025	DOT	0.00009537	0$	0$	0$
27 kwi 2023	4 sty 2025	DOT	0.00005482	0$	0$	0$
27 kwi 2023	4 sty 2025	DOT	0.00007963	0$	0$	0$
1 maj 2023	4 sty 2025	DOT	0.00012108	0$	0$	0$
1 maj 2023	4 sty 2025	DOT	0.00005035	0$	0$	0$
1 maj 2023	4 sty 2025	DOT	0.00006421	0$	0$	0$
1 maj 2023	4 sty 2025	DOT	0.0001274	0$	0$	0$
2 maj 2023	4 sty 2025	DOT	0.0000679	0$	0$	0$
2 maj 2023	4 sty 2025	DOT	0.00016081	0$	0$	0$
2 maj 2023	4 sty 2025	DOT	0.00009661	0$	0$	0$
2 maj 2023	4 sty 2025	DOT	0.00011377	0$	0$	0$
2 maj 2023	4 sty 2025	DOT	0.00011622	0$	0$	0$
2 maj 2023	4 sty 2025	DOT	0.00022477	0$	0$	0$
3 maj 2023	4 sty 2025	DOT	0.00007523	0$	0$	0$
3 maj 2023	4 sty 2025	DOT	0.00011545	0$	0$	0$
4 maj 2023	4 sty 2025	DOT	0.000072	0$	0$	0$
4 maj 2023	4 sty 2025	DOT	0.00024501	0$	0$	0$
5 maj 2023	4 sty 2025	DOT	0.00005731	0$	0$	0$
8 maj 2023	4 sty 2025	DOT	0.000123	0$	0$	0$
8 maj 2023	4 sty 2025	DOT	0.00024728	0$	0$	0$
8 maj 2023	4 sty 2025	DOT	0.00009895	0$	0$	0$
8 maj 2023	4 sty 2025	DOT	0.00018502	0$	0$	0$
9 maj 2023	4 sty 2025	DOT	0.00004853	0$	0$	0$
9 maj 2023	4 sty 2025	DOT	0.00024247	0$	0$	0$
9 maj 2023	4 sty 2025	DOT	0.00004247	0$	0$	0$
9 maj 2023	4 sty 2025	DOT	0.00012149	0$	0$	0$
9 maj 2023	4 sty 2025	DOT	0.0000964	0$	0$	0$
10 maj 2023	4 sty 2025	DOT	0.00005877	0$	0$	0$
10 maj 2023	4 sty 2025	DOT	0.00007246	0$	0$	0$
11 maj 2023	4 sty 2025	DOT	0.0000469	0$	0$	0$
12 maj 2023	4 sty 2025	DOT	0.00003198	0$	0$	0$
12 maj 2023	4 sty 2025	DOT	0.00014729	0$	0$	0$
12 maj 2023	4 sty 2025	DOT	0.00004676	0$	0$	0$
12 maj 2023	4 sty 2025	DOT	0.00003222	0$	0$	0$
15 maj 2023	4 sty 2025	DOT	0.00014514	0$	0$	0$
15 maj 2023	4 sty 2025	DOT	0.00013657	0$	0$	0$
15 maj 2023	4 sty 2025	DOT	0.00002325	0$	0$	0$
16 maj 2023	4 sty 2025	DOT	0.00004242	0$	0$	0$
16 maj 2023	4 sty 2025	DOT	0.00003178	0$	0$	0$
16 maj 2023	4 sty 2025	DOT	0.00006909	0$	0$	0$
16 maj 2023	4 sty 2025	DOT	0.00002334	0$	0$	0$
17 maj 2023	4 sty 2025	DOT	0.00004656	0$	0$	0$
17 maj 2023	4 sty 2025	DOT	0.00003189	0$	0$	0$
17 maj 2023	4 sty 2025	DOT	0.00010182	0$	0$	0$
17 maj 2023	4 sty 2025	DOT	0.00004613	0$	0$	0$
17 maj 2023	4 sty 2025	DOT	0.00013614	0$	0$	0$
18 maj 2023	4 sty 2025	DOT	0.00003167	0$	0$	0$
18 maj 2023	4 sty 2025	DOT	0.00004636	0$	0$	0$
19 maj 2023	4 sty 2025	DOT	0.00017106	0$	0$	0$
19 maj 2023	4 sty 2025	DOT	0.0000632	0$	0$	0$
19 maj 2023	4 sty 2025	DOT	0.00015712	0$	0$	0$
19 maj 2023	4 sty 2025	DOT	0.00003059	0$	0$	0$
22 maj 2023	4 sty 2025	DOT	0.00007262	0$	0$	0$
22 maj 2023	4 sty 2025	DOT	0.00008753	0$	0$	0$
22 maj 2023	4 sty 2025	DOT	0.00012613	0$	0$	0$
23 maj 2023	4 sty 2025	DOT	0.00003051	0$	0$	0$
23 maj 2023	4 sty 2025	DOT	0.00005918	0$	0$	0$
23 maj 2023	4 sty 2025	DOT	0.00012617	0$	0$	0$
23 maj 2023	4 sty 2025	DOT	0.00006102	0$	0$	0$
24 maj 2023	4 sty 2025	DOT	0.00004466	0$	0$	0$
24 maj 2023	4 sty 2025	DOT	0.00015677	0$	0$	0$
24 maj 2023	4 sty 2025	DOT	0.00006002	0$	0$	0$
25 maj 2023	4 sty 2025	DOT	0.000099	0$	0$	0$
25 maj 2023	4 sty 2025	DOT	0.00010697	0$	0$	0$
25 maj 2023	4 sty 2025	DOT	0.00005034	0$	0$	0$
26 maj 2023	4 sty 2025	DOT	0.00007414	0$	0$	0$
26 maj 2023	4 sty 2025	DOT	0.00012466	0$	0$	0$
26 maj 2023	4 sty 2025	DOT	0.00004038	0$	0$	0$
26 maj 2023	4 sty 2025	DOT	0.00013999	0$	0$	0$
27 maj 2023	4 sty 2025	DOT	0.00006049	0$	0$	0$
27 maj 2023	4 sty 2025	DOT	0.00001173	0$	0$	0$
27 maj 2023	4 sty 2025	DOT	0.00006076	0$	0$	0$
27 maj 2023	4 sty 2025	DOT	0.00019649	0$	0$	0$
27 maj 2023	4 sty 2025	DOT	0.00009327	0$	0$	0$
28 maj 2023	4 sty 2025	DOT	0.00002282	0$	0$	0$
28 maj 2023	4 sty 2025	DOT	0.00009372	0$	0$	0$
28 maj 2023	4 sty 2025	DOT	0.00003931	0$	0$	0$
28 maj 2023	4 sty 2025	DOT	0.00015936	0$	0$	0$
28 maj 2023	4 sty 2025	DOT	0.00000935	0$	0$	0$
29 maj 2023	4 sty 2025	DOT	0.00007501	0$	0$	0$
31 maj 2023	4 sty 2025	DOT	0.00001889	0$	0$	0$
31 maj 2023	4 sty 2025	DOT	0.00012033	0$	0$	0$
31 maj 2023	4 sty 2025	DOT	0.00007707	0$	0$	0$
31 maj 2023	4 sty 2025	DOT	0.00001897	0$	0$	0$
31 maj 2023	4 sty 2025	DOT	0.00007568	0$	0$	0$
1 cze 2023	4 sty 2025	DOT	0.00011742	0$	0$	0$
1 cze 2023	4 sty 2025	DOT	0.00002853	0$	0$	0$
1 cze 2023	4 sty 2025	DOT	0.0001576	0$	0$	0$
1 cze 2023	4 sty 2025	DOT	0.00005673	0$	0$	0$
2 cze 2023	4 sty 2025	DOT	0.00001901	0$	0$	0$
2 cze 2023	4 sty 2025	DOT	0.00015715	0$	0$	0$
2 cze 2023	4 sty 2025	DOT	0.00007617	0$	0$	0$
2 cze 2023	4 sty 2025	DOT	0.00019641	0$	0$	0$
3 cze 2023	4 sty 2025	DOT	0.00001445	0$	0$	0$
3 cze 2023	4 sty 2025	DOT	0.00005807	0$	0$	0$
3 cze 2023	4 sty 2025	DOT	0.000157	0$	0$	0$
3 cze 2023	4 sty 2025	DOT	0.00001882	0$	0$	0$
3 cze 2023	4 sty 2025	DOT	0.00011534	0$	0$	0$
3 cze 2023	4 sty 2025	DOT	0.00015569	0$	0$	0$
4 cze 2023	4 sty 2025	DOT	0.00000962	0$	0$	0$
4 cze 2023	4 sty 2025	DOT	0.00003915	0$	0$	0$
5 cze 2023	4 sty 2025	DOT	0.00005881	0$	0$	0$
5 cze 2023	4 sty 2025	DOT	0.00019217	0$	0$	0$
6 cze 2023	4 sty 2025	DOT	0.00001895	0$	0$	0$
6 cze 2023	4 sty 2025	DOT	0.00009825	0$	0$	0$
6 cze 2023	4 sty 2025	DOT	0.00015517	0$	0$	0$
6 cze 2023	4 sty 2025	DOT	0.00000969	0$	0$	0$
6 cze 2023	4 sty 2025	DOT	0.00005957	0$	0$	0$
7 cze 2023	4 sty 2025	DOT	0.00019279	0$	0$	0$
7 cze 2023	4 sty 2025	DOT	0.00002831	0$	0$	0$
7 cze 2023	4 sty 2025	DOT	0.00002382	0$	0$	0$
7 cze 2023	4 sty 2025	DOT	0.00015321	0$	0$	0$
7 cze 2023	4 sty 2025	DOT	0.00011847	0$	0$	0$
8 cze 2023	4 sty 2025	DOT	0.00015102	0$	0$	0$
8 cze 2023	4 sty 2025	DOT	0.00000956	0$	0$	0$
9 cze 2023	4 sty 2025	DOT	0.00005965	0$	0$	0$
9 cze 2023	4 sty 2025	DOT	0.00015007	0$	0$	0$
9 cze 2023	4 sty 2025	DOT	0.00001924	0$	0$	0$
10 cze 2023	4 sty 2025	DOT	0.00006068	0$	0$	0$
10 cze 2023	4 sty 2025	DOT	0.0001501	0$	0$	0$
10 cze 2023	4 sty 2025	DOT	0.00001448	0$	0$	0$
10 cze 2023	4 sty 2025	DOT	0.00006111	0$	0$	0$
11 cze 2023	4 sty 2025	DOT	0.00002121	0$	0$	0$
11 cze 2023	4 sty 2025	DOT	0.00018644	0$	0$	0$
12 cze 2023	4 sty 2025	DOT	0.00001444	0$	0$	0$
13 cze 2023	4 sty 2025	DOT	0.00008231	0$	0$	0$
14 cze 2023	4 sty 2025	DOT	0.00018231	0$	0$	0$
14 cze 2023	4 sty 2025	DOT	0.0000097	0$	0$	0$
14 cze 2023	4 sty 2025	DOT	0.00001957	0$	0$	0$
14 cze 2023	4 sty 2025	DOT	0.00007327	0$	0$	0$
14 cze 2023	4 sty 2025	DOT	0.00006309	0$	0$	0$
15 cze 2023	4 sty 2025	DOT	0.00006371	0$	0$	0$
15 cze 2023	4 sty 2025	DOT	0.00018233	0$	0$	0$
15 cze 2023	4 sty 2025	DOT	0.00001473	0$	0$	0$
15 cze 2023	4 sty 2025	DOT	0.00018228	0$	0$	0$
15 cze 2023	4 sty 2025	DOT	0.00012674	0$	0$	0$
16 cze 2023	4 sty 2025	DOT	0.00001003	0$	0$	0$
16 cze 2023	4 sty 2025	DOT	0.00001498	0$	0$	0$
18 cze 2023	4 sty 2025	DOT	0.00008589	0$	0$	0$
19 cze 2023	4 sty 2025	DOT	0.000146	0$	0$	0$
19 cze 2023	4 sty 2025	DOT	0.0000641	0$	0$	0$
19 cze 2023	4 sty 2025	DOT	0.00014523	0$	0$	0$
19 cze 2023	4 sty 2025	DOT	0.00002938	0$	0$	0$
19 cze 2023	4 sty 2025	DOT	0.00010745	0$	0$	0$
19 cze 2023	4 sty 2025	DOT	0.00001986	0$	0$	0$
20 cze 2023	4 sty 2025	DOT	0.00010798	0$	0$	0$
20 cze 2023	4 sty 2025	DOT	0.00010832	0$	0$	0$
20 cze 2023	4 sty 2025	DOT	0.0000149	0$	0$	0$
20 cze 2023	4 sty 2025	DOT	0.00010686	0$	0$	0$
20 cze 2023	4 sty 2025	DOT	0.0001084	0$	0$	0$
21 cze 2023	4 sty 2025	DOT	0.00002312	0$	0$	0$
21 cze 2023	4 sty 2025	DOT	0.00010631	0$	0$	0$
21 cze 2023	4 sty 2025	DOT	0.0002129	0$	0$	0$
21 cze 2023	4 sty 2025	DOT	0.00001011	0$	0$	0$
21 cze 2023	4 sty 2025	DOT	0.00008674	0$	0$	0$
23 cze 2023	4 sty 2025	DOT	0.00006614	0$	0$	0$
23 cze 2023	4 sty 2025	DOT	0.00002498	0$	0$	0$
23 cze 2023	4 sty 2025	DOT	0.00017671	0$	0$	0$
23 cze 2023	4 sty 2025	DOT	0.00001516	0$	0$	0$
23 cze 2023	4 sty 2025	DOT	0.00014178	0$	0$	0$
24 cze 2023	4 sty 2025	DOT	0.0000445	0$	0$	0$
24 cze 2023	4 sty 2025	DOT	0.00011026	0$	0$	0$
24 cze 2023	4 sty 2025	DOT	0.00017703	0$	0$	0$
24 cze 2023	4 sty 2025	DOT	0.00002505	0$	0$	0$
25 cze 2023	4 sty 2025	DOT	0.00006669	0$	0$	0$
25 cze 2023	4 sty 2025	DOT	0.00002002	0$	0$	0$
25 cze 2023	4 sty 2025	DOT	0.00017488	0$	0$	0$
26 cze 2023	4 sty 2025	DOT	0.00011001	0$	0$	0$
26 cze 2023	4 sty 2025	DOT	0.00002004	0$	0$	0$
26 cze 2023	4 sty 2025	DOT	0.00007086	0$	0$	0$
27 cze 2023	4 sty 2025	DOT	0.00008907	0$	0$	0$
27 cze 2023	4 sty 2025	DOT	0.00002508	0$	0$	0$
27 cze 2023	4 sty 2025	DOT	0.00020881	0$	0$	0$
28 cze 2023	4 sty 2025	DOT	0.00011153	0$	0$	0$
28 cze 2023	4 sty 2025	DOT	0.00002036	0$	0$	0$
28 cze 2023	4 sty 2025	DOT	0.00017343	0$	0$	0$
29 cze 2023	4 sty 2025	DOT	0.00011191	0$	0$	0$
29 cze 2023	4 sty 2025	DOT	0.00017581	0$	0$	0$
29 cze 2023	4 sty 2025	DOT	0.00002527	0$	0$	0$
30 cze 2023	4 sty 2025	DOT	0.00006741	0$	0$	0$
30 cze 2023	4 sty 2025	DOT	0.00010474	0$	0$	0$
30 cze 2023	4 sty 2025	DOT	0.00003015	0$	0$	0$
2 lip 2023	4 sty 2025	DOT	0.00013915	0$	0$	0$
2 lip 2023	4 sty 2025	DOT	0.00009114	0$	0$	0$
2 lip 2023	4 sty 2025	DOT	0.00001549	0$	0$	0$
3 lip 2023	4 sty 2025	DOT	0.00009056	0$	0$	0$
3 lip 2023	4 sty 2025	DOT	0.00002056	0$	0$	0$
3 lip 2023	4 sty 2025	DOT	0.0001743	0$	0$	0$
3 lip 2023	4 sty 2025	DOT	0.00001525	0$	0$	0$
4 lip 2023	4 sty 2025	DOT	0.00020477	0$	0$	0$
4 lip 2023	4 sty 2025	DOT	0.00006824	0$	0$	0$
4 lip 2023	4 sty 2025	DOT	0.00000051	0$	0$	0$
4 lip 2023	4 sty 2025	DOT	0.0000255	0$	0$	0$
4 lip 2023	4 sty 2025	DOT	0.00013854	0$	0$	0$
5 lip 2023	4 sty 2025	DOT	0.00003071	0$	0$	0$
6 lip 2023	4 sty 2025	DOT	0.00013704	0$	0$	0$
6 lip 2023	4 sty 2025	DOT	0.00006787	0$	0$	0$
6 lip 2023	4 sty 2025	DOT	0.00002089	0$	0$	0$
6 lip 2023	4 sty 2025	DOT	0.0001034	0$	0$	0$
6 lip 2023	4 sty 2025	DOT	0.0001141	0$	0$	0$
6 lip 2023	4 sty 2025	DOT	0.00002571	0$	0$	0$
7 lip 2023	4 sty 2025	DOT	0.00020361	0$	0$	0$
7 lip 2023	4 sty 2025	DOT	0.00001585	0$	0$	0$
7 lip 2023	4 sty 2025	DOT	0.0000903	0$	0$	0$
7 lip 2023	4 sty 2025	DOT	0.00001589	0$	0$	0$
7 lip 2023	4 sty 2025	DOT	0.00013637	0$	0$	0$
8 lip 2023	4 sty 2025	DOT	0.00009101	0$	0$	0$
9 lip 2023	4 sty 2025	DOT	0.00001732	0$	0$	0$
9 lip 2023	4 sty 2025	DOT	0.00013544	0$	0$	0$
9 lip 2023	4 sty 2025	DOT	0.00011799	0$	0$	0$
10 lip 2023	4 sty 2025	DOT	0.00004039	0$	0$	0$
10 lip 2023	4 sty 2025	DOT	0.00006076	0$	0$	0$
11 lip 2023	4 sty 2025	DOT	0.00003662	0$	0$	0$
11 lip 2023	4 sty 2025	DOT	0.00004129	0$	0$	0$
11 lip 2023	4 sty 2025	DOT	0.00010792	0$	0$	0$
11 lip 2023	4 sty 2025	DOT	0.00002195	0$	0$	0$
11 lip 2023	4 sty 2025	DOT	0.00004126	0$	0$	0$
11 lip 2023	4 sty 2025	DOT	0.00008589	0$	0$	0$
12 lip 2023	4 sty 2025	DOT	0.00010123	0$	0$	0$
12 lip 2023	4 sty 2025	DOT	0.00001582	0$	0$	0$
12 lip 2023	4 sty 2025	DOT	0.00011443	0$	0$	0$
13 lip 2023	4 sty 2025	DOT	0.00005883	0$	0$	0$
13 lip 2023	4 sty 2025	DOT	0.00004104	0$	0$	0$
13 lip 2023	4 sty 2025	DOT	0.00008997	0$	0$	0$
13 lip 2023	4 sty 2025	DOT	0.00002833	0$	0$	0$
14 lip 2023	4 sty 2025	DOT	0.00006975	0$	0$	0$
14 lip 2023	4 sty 2025	DOT	0.00010143	0$	0$	0$
14 lip 2023	4 sty 2025	DOT	0.0000108	0$	0$	0$
18 lip 2023	4 sty 2025	DOT	0.0000699	0$	0$	0$
18 lip 2023	4 sty 2025	DOT	0.00001617	0$	0$	0$
19 lip 2023	4 sty 2025	DOT	0.00013467	0$	0$	0$
19 lip 2023	4 sty 2025	DOT	0.0001335	0$	0$	0$
19 lip 2023	4 sty 2025	DOT	0.00011691	0$	0$	0$
20 lip 2023	4 sty 2025	DOT	0.00002695	0$	0$	0$
20 lip 2023	4 sty 2025	DOT	0.00013433	0$	0$	0$
20 lip 2023	4 sty 2025	DOT	0.00004762	0$	0$	0$
20 lip 2023	4 sty 2025	DOT	0.00001612	0$	0$	0$
20 lip 2023	4 sty 2025	DOT	0.0001016	0$	0$	0$
20 lip 2023	4 sty 2025	DOT	0.00003193	0$	0$	0$
20 lip 2023	4 sty 2025	DOT	0.00006973	0$	0$	0$
21 lip 2023	4 sty 2025	DOT	0.0001337	0$	0$	0$
21 lip 2023	4 sty 2025	DOT	0.00002171	0$	0$	0$
21 lip 2023	4 sty 2025	DOT	0.0001409	0$	0$	0$
21 lip 2023	4 sty 2025	DOT	0.00001643	0$	0$	0$
21 lip 2023	4 sty 2025	DOT	0.00011759	0$	0$	0$
21 lip 2023	4 sty 2025	DOT	0.00013472	0$	0$	0$
22 lip 2023	4 sty 2025	DOT	0.00000184	0$	0$	0$
22 lip 2023	4 sty 2025	DOT	0.00007887	0$	0$	0$
22 lip 2023	4 sty 2025	DOT	0.00001796	0$	0$	0$
22 lip 2023	4 sty 2025	DOT	0.00012261	0$	0$	0$
22 lip 2023	4 sty 2025	DOT	0.00013992	0$	0$	0$
22 lip 2023	4 sty 2025	DOT	0.00002658	0$	0$	0$
24 lip 2023	4 sty 2025	DOT	0.00015623	0$	0$	0$
25 lip 2023	4 sty 2025	DOT	0.00005441	0$	0$	0$
25 lip 2023	4 sty 2025	DOT	0.00012884	0$	0$	0$
25 lip 2023	4 sty 2025	DOT	0.00002395	0$	0$	0$
25 lip 2023	4 sty 2025	DOT	0.00016527	0$	0$	0$
25 lip 2023	4 sty 2025	DOT	0.00010179	0$	0$	0$
25 lip 2023	4 sty 2025	DOT	0.00002093	0$	0$	0$
25 lip 2023	4 sty 2025	DOT	0.00012981	0$	0$	0$
26 lip 2023	4 sty 2025	DOT	0.00001254	0$	0$	0$
26 lip 2023	4 sty 2025	DOT	0.00014687	0$	0$	0$
26 lip 2023	4 sty 2025	DOT	0.00001668	0$	0$	0$
26 lip 2023	4 sty 2025	DOT	0.00011785	0$	0$	0$
27 lip 2023	4 sty 2025	DOT	0.00012729	0$	0$	0$
27 lip 2023	4 sty 2025	DOT	0.00016159	0$	0$	0$
27 lip 2023	4 sty 2025	DOT	0.00002395	0$	0$	0$
27 lip 2023	4 sty 2025	DOT	0.00014763	0$	0$	0$
28 lip 2023	4 sty 2025	DOT	0.0000261	0$	0$	0$
28 lip 2023	4 sty 2025	DOT	0.00005906	0$	0$	0$
28 lip 2023	4 sty 2025	DOT	0.00006485	0$	0$	0$
29 lip 2023	4 sty 2025	DOT	0.00001553	0$	0$	0$
29 lip 2023	4 sty 2025	DOT	0.00015979	0$	0$	0$
30 lip 2023	4 sty 2025	DOT	0.00009664	0$	0$	0$
30 lip 2023	4 sty 2025	DOT	0.00001899	0$	0$	0$
31 lip 2023	4 sty 2025	DOT	0.0001039	0$	0$	0$
31 lip 2023	4 sty 2025	DOT	0.0001022	0$	0$	0$
31 lip 2023	4 sty 2025	DOT	0.00001767	0$	0$	0$
1 sie 2023	4 sty 2025	DOT	0.00010547	0$	0$	0$
1 sie 2023	4 sty 2025	DOT	0.0000187	0$	0$	0$
1 sie 2023	4 sty 2025	DOT	0.00013125	0$	0$	0$
1 sie 2023	4 sty 2025	DOT	0.00012285	0$	0$	0$
2 sie 2023	4 sty 2025	DOT	0.00010407	0$	0$	0$
2 sie 2023	4 sty 2025	DOT	0.00001378	0$	0$	0$
2 sie 2023	4 sty 2025	DOT	0.00010797	0$	0$	0$
3 sie 2023	4 sty 2025	DOT	0.00012965	0$	0$	0$
4 sie 2023	4 sty 2025	DOT	0.00001841	0$	0$	0$
4 sie 2023	4 sty 2025	DOT	0.0000871	0$	0$	0$
4 sie 2023	4 sty 2025	DOT	0.00002319	0$	0$	0$
4 sie 2023	4 sty 2025	DOT	0.00010521	0$	0$	0$
4 sie 2023	4 sty 2025	DOT	0.00010538	0$	0$	0$
4 sie 2023	4 sty 2025	DOT	0.00008584	0$	0$	0$
5 sie 2023	4 sty 2025	DOT	0.00012861	0$	0$	0$
5 sie 2023	4 sty 2025	DOT	0.00002287	0$	0$	0$
6 sie 2023	4 sty 2025	DOT	0.00002495	0$	0$	0$
6 sie 2023	4 sty 2025	DOT	0.00010541	0$	0$	0$
7 sie 2023	4 sty 2025	DOT	0.00012555	0$	0$	0$
7 sie 2023	4 sty 2025	DOT	0.00001887	0$	0$	0$
7 sie 2023	4 sty 2025	DOT	0.0001204	0$	0$	0$
7 sie 2023	4 sty 2025	DOT	0.00013029	0$	0$	0$
8 sie 2023	4 sty 2025	DOT	0.00007396	0$	0$	0$
8 sie 2023	4 sty 2025	DOT	0.0000114	0$	0$	0$
8 sie 2023	4 sty 2025	DOT	0.00011176	0$	0$	0$
8 sie 2023	4 sty 2025	DOT	0.00001634	0$	0$	0$
8 sie 2023	4 sty 2025	DOT	0.00007356	0$	0$	0$
9 sie 2023	4 sty 2025	DOT	0.00013926	0$	0$	0$
9 sie 2023	4 sty 2025	DOT	0.00014817	0$	0$	0$
10 sie 2023	4 sty 2025	DOT	0.00006568	0$	0$	0$
10 sie 2023	4 sty 2025	DOT	0.00002633	0$	0$	0$
11 sie 2023	4 sty 2025	DOT	0.00001516	0$	0$	0$
